Scientific Name,Family ,Local Name,Disease used on ,Parts used,Preparation and Administration,Quality of Dosage ,Administration Frequency,Experienced adverse or side effects,Literature taken from,Page where the data can be found on the literature
Pipturus asper,,Pipturus,Treats Herpes,Leaves,"Get 21 leaves from the tip. First, stroke seven (7) leaves from head to toe most especially to the affected part followed by another seven leaves and finally the last seven leaves.
This hang in the chimney of
the dirty kitchen",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Vitex negundo,,Lagundi,Treats cough,Leaves,"Boil with water and drink
three times a day",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Gmelina elliptica,,Gmelina,Treats sprain,Leaves,"Apply the fresh leaves in
the affected area",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Stachytarpheta jamaicensis L.,,Kanding-kanding,Treats joint inflammation and beriberi,Leaves and stem,"Pound the leaves thoroughly, scrape the stem and then mix and rub on the
affected part",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Aloe barbadensis,,Sabila,"Stops hair fall due to over fatigue for women
after delivery",Leaves,Extract and juice and used it as a shampoo every bath,,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Aloe barbadensis,,Sabila,"
Relief for skin burn",Leaves,"Extract the juice and then
apply it to the affected area now and then",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Family/ Scientific Name,,Local/ Subanen Name,"
Medicinal Uses",Plant Part Used,Preparation and Mode of Application,,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Zingiber officinale,,Luy-a,Treats cough and flatulence,Rhizomes,"Eaten fresh and or make it like candy or pound it then
rub on the affected part",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Curcuma domestica Valet,,Dulaw,"Relief from
inflammation of joints and treats muscle pain",Rhizomes,"Pound the rhizomes and
then rub it on the affected area",,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
"Hedychium
coronarium",,Kamias,"Helps maintain a
regular menstruation",Leaves,Boil with water and drink,,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
"Costus specious (Koenig ex. Retz.
Smith)",,Sungkod-sungkod,Treats over fatigue of women,Roots,Boil and drink three times a day,,,,"ETHNOMEDICINAL PLANTS USED BY THE SUBANEN TRIBE IN
TWO VILLAGES IN OZAMIS CITY, MINDANAO, PHILIPPINES",Page: 11
Andrographis paniculata (Burm.f.) Wall. Nees.,Acanthaceae,Chinese plant,Stomach-ache / Nausea,Leaves,Infusion,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Barleria cristata Linn.,Acanthaceae,Viola,Bloody Vomit,Leaves / Stem,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Allium tuberosum Rottler ex Sprengel,Amaryllidaceae,Ganda,Stomach-ache,Whole plant,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Annona muricata Linn.,Annonaceae,Sabana,UTI,Leaves,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Corypha elata Roxb.,Arecaceae,Buli,Relapse,Frond,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Cyanthillium cinereum (L.) H.Rob,Asteraceae,Kanding-kanding,Sprain,Leaves,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Synedrella nodiflora (L.) Gaertn.,Asteraceae,Busi-busi,Wound,Whole plant,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Pseudelephanthopus spicatus Juss.,Asteraceae,Dila-dila sa iro,Flatulence / Stomach-ache,Roots,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Artemisia vulgaris Linn.,Asteraceae,Herbas,Nausea,Leaves,Infusion,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Gynura procumbens (Lour.) Merr.,Asteraceae,Chinese miracle,Sore Eyes / Nausea,Leaves,Poultice / Decoction,Topical application / Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Blumea balsamifera (Linn.) DC,Asteraceae,Gabon,Cough,Leaves,Infusion,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Cordyline fruticosa (L.) A.Chev.,Asparagaceae,Kila,Strain,Leaves,Heated over flame,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Impatiens balsamina Linn,Balsaminaceae,Kalamantigue,Eczema,Leaves,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Heliotropium indicum Linn.,Boraginaceae,Elepante2x (puti ang bulak),"Relapse, Headache",Roots,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Cordia dichotoma G. Forst.,Boraginaceae,Anonang,Cough,Roots,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Crescentia cujete Linn.,Bignoniaceae,Miracle tree,High Blood / Kidney / Cancer / Diabetes,Fruit / Leaves,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Bixa orellana Linn.,Bixaceae,Atsuete,Dysuria,Leaves,Applied directly,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Acalypha hispida Burm.f.,Euphorbiaceae,Tahebo,Flatulence / Arthritis / Gastritis,Leaves / Stem,Infusion / (none),Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Jatropha gossypifolia Linn.,Euphorbiaceae,Tuba-tuba,Stomach-ache,Leaves,Heated over flame,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 5
Euphorbia Hirta Linn.,Euphorbiaceae,Tawa-tawa,Fever,Whole plant,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Euphorbia neriifolia Linn.,Euphorbiaceae,Soro-soro,Athlete's Foot,Stem,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Senna tora (L.) Roxb,Fabaceae,Mani-mani,For Pregnant Women,Leaves,Heated over flame,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Mimosa pudica Linn.,Fabaceae,Hibi-hibi,High Blood / Dysmenorrhea,Whole plant / Roots,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
 Gliricidia sepium (Jacq.) Kunth ex Walp,Fabaceae,Madre de cacao,Skin Itching,Stem,Decoction,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Clinopodium umbrosum (M. Bieb.) K. Koch,Lamiaceae,Baho-baho,Stomach-ache,Leaves,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Origanum vulgare Linn.,Lamiaceae,Kalabo,Cough,Leaves,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Urena lobata Linn.,Malvaceae,Dalupang,Allergy,Leaves,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Theobroma cacao Linn.,Malvaceae,Cacao,"Boils, Skin Inflammation / Gastritis",Young Fruits / Seeds,Poultice / Heated over flame,Topical application / Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Abutilon indicum(Link) Sweet,Malvaceae,Marbas,Wound,Leaves,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Sida acuta Burm.f.,Malvaceae,Eskubang mayawis,Stomach-ache / Dysmenorrhea,Leaves / Roots,Heated over flame / Decoction,Topical application / Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Swietenia macrophylla King,Meliaceae,Mahogany,Kidney Stones / Lowers Blood Sugar,Seeds,Used directly,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Tinospora cordifolia (Thunb.) Miers,Menispermaceae,Panyawan,High Blood,Stem,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Ficus septica Burm.f.,Moraceae,Lagnob,Gastritis / Relapse,Young leaves / Roots,Infusion / Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Ficus benjamina Linn.,Moraceae,Balite,Sprain,Bark,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Moringa oleifera Lam.,Moringaceae,Kamunngay,"Boils, Skin Inflammation",Leaves,Poultice,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Musa acuminata × balbisiana,Musaceae,Saging (tundan),Canker Sore,Mucilage,Applied directly,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Jasminum sambac (L.) Aiton,Oleaceae,Sampaguita,Cough,Leaves / Flower,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Piper betel Linn.,Piperaceae,Buyo,Stomachache,Leaves,Heated over flame,Topical application,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Cynodon dactylon (L.) Pers.,Poaceae,Bermuda,High Blood,Whole plant,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
 Cymbopogon citratus (DC.) Stapf.,Poaceae,Tanglad,High Blood,Leaves,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Saccharum officinarum rubrum,Poaceae,Tubo-tubo,Kidney Stones / UTI,Stem,Decoction,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Citrus micrantha Wester,Rutaceae,Byasong,Heartburn,Leaves,Infusion,Taken orally,,,"MEDICINAL PLANTS USED BY TRADITIONAL PRACTITIONERS IN TWO SELECTED VILLAGES OF RAMON MAGSAYSAY, ZAMBOANGA DEL SUR",Page: 6
Andrographis paniculata (Burm. f.) Nees,Acanthaceae,Serpintina,"Treats high blood, diabetes, and stomachache",Leaves,Decoction of leaves and then drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Allium ampeloprasum L.,Amaryllidaceae,Sibuling,Treats infant torticollis,Leaves,"Preheat the leaves, then rub thoroughly around the affected part of the body",,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Annona muricata L.,Annonaceae,Guyabano,Treats cancer,Leaves,Decoction of leaves and then drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Angelica keiskei (Miq.) Koidz,Apiaceae,Ashitaba,For kidney infection and tumor,Leaves,Soak in the water and then drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Cordial dichotoma Forst. f.,Boraginaceae,Anonang,For cough,Stem,Scrape the stem and pound to get the extract before drinking,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Casuarina equisetifolia L.,Casuarinaceae,Maribuhok,Prevents bleeding and treats overfatigue,Roots,Infusion of roots and then drink its extract juice during the ailment occur,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Artemisia vulgaris L.,Compositae,Hilbas,Treats flatulence,Leaves,Preheat the leaves and then rub to the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Blumea balsamifera L.,Compositae,Sagbong,"Treats cough, kidney stone, and urinary tract infection",Leaves,Decoction of leaves and then drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Blumea balsamifera L.,Compositae,Sagbong,Treats ulcer and urinary tract infection,Roots,Boil with three glasses of water until one glass of extract juice would remain,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Chamaecostus cuspidatus (Nees. & Martin) C.D Specht & D.W. Stev.,Costaceae,Insulin Plant,For diabetes,Leaves,Wash the leaves thoroughly before eating its fresh leaves,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 6
Bryophyllum pinnatum (Lam.) Oken,Crassulaceae,Anghelica,Swelling toothache,Leaves,Pound the leaves to soften and then apply it to the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Eleusine polydactyla,Cyperaceae,Busikad,"Treats measles, baby’s teething discomfort, and fever",Stem and Leaves,Soaking in water during night time and then drink the water in the morning time,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Phyllanthus niruri L.,Euphorbiaceae,Kanding Kanding,Treats flatulence,Leaves,Preheat the leaves and then pound and rub it to the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Caesalpinia sappan L.,Fabaceae,Sibukaw,"Treats leukemia, cancer, and fatigue",Stem,Scrape the stem and pound to get the extracted juice,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Indigofera tinctora L.,Fabaceae,Tagum,Treats infant torticollis,Leaves,Use it as a pillow around the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Cassia alata L.,Fabaceae,Sunting,Treats Tinea versicolor or skin-fungal infection,Leaves,Pound to soften and rub it directly to the affected skin,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Mimosa pudica L.,Fabaceae,Hibi-Hibi,For wound treatment,Roots,Crush the roots and then pound and apply directly to the affected part,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
"Imperata 
cylindrica (L.) 
Raeush ",Gramineae/ Poaceae,Tigbaw,For kidney infection,Shoot,Wash and soak in water and then drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
"Imperata 
cylindrica (L.) 
Raeush ",Gramineae/ Poaceae,Tigbaw,For blood vomiting,Shoot,Pound to soften and extract the juice before drinking,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Eleusine indica (L.) Gaertn.,Gramineae/ Poaceae,Bila bila/Paragis,"Treats flatulence, urinary tract infections, and cancer",Whole plant,Boil with water and then drink it during the ailment occur,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 7
Cymbopogon citratus (DC.) Stapf,Gramineae/ Poaceae,Tangad,Lower hypertension,Roots,Boil with water and then drink three times a day,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Zea mays L.,Gramineae/ Poaceae,Mais,For kidney trouble,Young hair,Decoction of hair and then drink three times a day to stimulate urination,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Oryza sativa L.,Gramineae/ Poaceae,Rice,For ulcer treatment,Fruit,Hot bath using rainwater with burnt rice,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Garcinia mangostana,Guttiferae,Mangosteen,Treats cancer,Leaves Stem Roots,"Decoction of leaves, stem, and roots and drink",,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Jatropha curcas L.,Iridaceae,Tada-Tada ,"Treats tetanus, 
wounds, 
flatulence, and 
blood vomiting  ",Leaves ,"Put the leaves to 
the affected part 
of the body ",,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Jatropha curcas L.,Iridaceae,Tada-Tada ,"Treats tetanus, 
wounds, 
flatulence, and 
blood vomiting  ",Steam,"Scrape the stem 
and then 
preheat, pound, 
and rub to the 
affected part of 
the body",,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Plectranthus scutellarioides (L.) R. Br.,Lamiaceae,Mayana,Treats cold sores,Leaves,Preheat the leaves and pound before applying to the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Plectranthus scutellarioides (L.) R. Br.,Lamiaceae,Mayana,For cough,Leaves,Boil with water and drink,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Plectranthus scutellarioides (L.) R. Br.,Lamiaceae,Mayana,Treats wound,Leaves,For cough Pound the leaves to get the extract and apply it to the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Ocimum basilicum L.,Lamiaceae,Malinaw,Treats cold sores,Leaves,Rub the leaves around the affected part of the body,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Coleus aromaticus Benth,Lamiaceae,Kalabo,For cough,Leaves,"Decoction of 
leaves and then 
add with 
Calamansi fruit 
extract before 
drinking ",,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 8
Coleus aromaticus Benth,Lamiaceae,Kalabo,Treats fever,Leaves,Infusion of leaves and use it for a hot-bath,,,,"Ethnomedicinal plants used by the local folks in two selected villages of San Miguel, Surigao del Sur, Mindanao, Philippines",Page: 9
